Order_ID,Order_Date,Year,MonthIndex,Month,Quarter,State,City,Dealer_Name,Sales_Channel,Bike_Model,Bike_Segment,Engine_CC,Color,Customer_Age,Customer_Gender,Payment_Mode,On_Road_Price,Discount,Insurance_Amount,Accessories_Amount,Finance_Amount,Exchange_Bonus,Net_Sales_Amount,Cost_Price,Gross_Profit,Delivery_Days,Customer_Rating
ORD00279,27-12-2026,2026,12,December,Q4,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,CB350,Premium,348,White,36,Female,UPI,214766,3582,5996,1920,207449,3735,215365,161434,53931,13,5
ORD00280,26-11-2025,2025,11,November,Q4,Karnataka,Hubli,Honda Dealer Hubli,Showroom Walk-in,Shine 125,Commuter,125,Black,44,Female,Finance,83579,1967,3235,6074,0,1997,88924,70152,18772,13,4
ORD00281,21-03-2025,2025,3,March,Q1,Karnataka,Bangalore,Honda Dealer Bangalore,Online Booking,Unicorn,Premium Commuter,160,Blue,23,Female,Credit Card,113131,1432,5259,9423,0,3294,123087,85437,37650,14,4.7
ORD00282,15-09-2026,2026,9,September,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,SP 125,Commuter,125,Blue,47,Female,Cash,88957,3135,4170,4767,84544,1278,93481,76449,17032,8,3.9
ORD00283,30-11-2025,2025,11,November,Q4,Gujarat,Surat,Honda Dealer Surat,Corporate Sale,Shine 125,Commuter,125,Grey,24,Female,Credit Card,84539,3644,5016,2641,80287,608,87944,66083,21861,10,3.9
ORD00284,28-03-2026,2026,3,March,Q1,Karnataka,Hubli,Honda Dealer Hubli,Corporate Sale,CB350,Premium,348,White,35,Male,Finance,208866,3805,4100,4554,203291,1770,211945,163229,48716,2,4.7
ORD00285,13-10-2026,2026,10,October,Q4,Maharashtra,Mumbai,Honda Dealer Mumbai,Online Booking,SP 125,Commuter,125,White,47,Female,Cash,90629,7,3001,2459,86192,4430,91652,72010,19642,3,4.4
ORD00286,19-07-2025,2025,7,July,Q3,Karnataka,Mysore,Honda Dealer Mysore,Online Booking,Unicorn,Premium Commuter,160,White,40,Female,Finance,107459,384,3193,8132,106166,909,117491,90255,27236,2,4.6
ORD00287,04-05-2025,2025,5,May,Q2,Maharashtra,Mumbai,Honda Dealer Mumbai,Online Booking,Activa 6G,Scooter,110,White,46,Female,Credit Card,77316,2801,7770,5295,0,3966,83614,65570,18044,9,3.9
ORD00288,04-08-2026,2026,8,August,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,Activa 6G,Scooter,110,Blue,51,Male,Cash,82120,3405,5858,3281,74014,4701,83153,64615,18538,10,4.6
ORD00289,22-06-2026,2026,6,June,Q2,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Online Booking,Unicorn,Premium Commuter,160,Red,37,Male,Credit Card,109167,5866,3804,2802,0,1289,108618,89791,18827,2,4.3
ORD00290,28-02-2025,2025,2,February,Q1,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Showroom Walk-in,Unicorn,Premium Commuter,160,Red,24,Male,UPI,113552,1432,6586,8740,111590,530,126916,92423,34493,8,3.7
ORD00291,20-06-2025,2025,6,June,Q2,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,Activa 6G,Scooter,110,Blue,26,Female,Finance,83021,3095,3380,5221,79029,897,87630,66768,20862,3,3.8
ORD00292,20-07-2025,2025,7,July,Q3,Karnataka,Bangalore,Honda Dealer Bangalore,Online Booking,CB350,Premium,348,White,41,Female,Finance,213549,6572,5488,5105,0,524,217046,176559,40487,7,4.9
ORD00293,28-09-2026,2026,9,September,Q3,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,Unicorn,Premium Commuter,160,Black,31,Male,Finance,114572,3973,5379,5278,0,1862,119394,90400,28994,3,4.2
ORD00294,31-01-2025,2025,1,January,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,SP 125,Commuter,125,Blue,33,Female,Cash,93458,4933,3076,9852,85521,3004,98449,67616,30833,12,4.5
ORD00295,30-09-2025,2025,9,September,Q3,Maharashtra,Nagpur,Honda Dealer Nagpur,Online Booking,CB350,Premium,348,Grey,38,Female,Finance,213339,5305,7655,4762,0,4431,216020,168541,47479,11,4.9
ORD00296,21-12-2026,2026,12,December,Q4,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,SP 125,Commuter,125,Red,45,Male,Credit Card,89002,3069,3477,1376,84891,1042,89744,69546,20198,2,4
ORD00297,30-04-2026,2026,4,April,Q2,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Corporate Sale,Shine 125,Commuter,125,White,39,Male,Finance,84997,4450,7402,1589,79147,1400,88138,68085,20053,11,3.8
ORD00298,29-07-2025,2025,7,July,Q3,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Showroom Walk-in,CB350,Premium,348,Blue,29,Female,Cash,212856,4660,7965,8079,204430,3766,220474,176011,44463,13,3.9
ORD00299,29-05-2025,2025,5,May,Q2,Uttar Pradesh,Noida,Honda Dealer Noida,Online Booking,Unicorn,Premium Commuter,160,Grey,25,Female,Cash,109099,5942,7410,8841,99022,4135,115273,85815,29458,12,3.7
ORD00300,26-07-2026,2026,7,July,Q3,Karnataka,Mysore,Honda Dealer Mysore,Online Booking,Unicorn,Premium Commuter,160,Blue,54,Female,UPI,112905,6752,5777,8598,105620,533,119995,92702,27293,4,4.4
ORD00301,16-03-2025,2025,3,March,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,Shine 125,Commuter,125,Black,25,Male,UPI,85456,813,3012,5575,82610,2033,91197,66019,25178,1,4.4
ORD00302,14-06-2025,2025,6,June,Q2,Maharashtra,Pune,Honda Dealer Pune,Online Booking,CB350,Premium,348,Grey,40,Male,Cash,211306,2515,5602,8485,204563,4228,218650,161458,57192,13,4.7
ORD00303,15-09-2025,2025,9,September,Q3,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Corporate Sale,Shine 125,Commuter,125,Blue,55,Female,Cash,89301,5981,4059,9498,82501,819,96058,68681,27377,10,4.5
ORD00304,02-01-2026,2026,1,January,Q1,Maharashtra,Nagpur,Honda Dealer Nagpur,Corporate Sale,SP 125,Commuter,125,Blue,25,Male,Credit Card,93812,1950,6158,6688,90969,893,103815,75901,27914,12,3.9
ORD00305,29-09-2025,2025,9,September,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,SP 125,Commuter,125,White,54,Female,Cash,93872,6425,6783,4610,85974,1473,97367,69810,27557,8,4.4
ORD00306,07-06-2025,2025,6,June,Q2,Maharashtra,Mumbai,Honda Dealer Mumbai,Corporate Sale,CB350,Premium,348,White,30,Female,Cash,210195,4609,5649,1970,203567,2019,211186,173373,37813,13,4.9
ORD00307,30-07-2026,2026,7,July,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,SP 125,Commuter,125,Red,41,Female,UPI,92398,1363,3905,3594,90565,470,98064,68289,29775,12,4.8
ORD00308,16-04-2026,2026,4,April,Q2,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,Unicorn,Premium Commuter,160,Blue,29,Female,Cash,112067,4227,4365,6723,0,3297,115631,90571,25060,10,5
ORD00309,19-03-2025,2025,3,March,Q1,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Showroom Walk-in,Hornet 2.0,Sports,184,Grey,50,Male,UPI,142978,5816,7119,7991,136839,323,151949,118956,32993,4,3.8
ORD00310,04-09-2025,2025,9,September,Q3,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,Hornet 2.0,Sports,184,Blue,54,Male,Credit Card,142067,1782,4276,7055,135838,4447,147169,108207,38962,12,3.6
ORD00311,13-11-2026,2026,11,November,Q4,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,CB350,Premium,348,Black,33,Female,Cash,208831,759,3641,8323,207718,354,219682,174827,44855,6,4.2
ORD00312,31-03-2026,2026,3,March,Q1,Karnataka,Mysore,Honda Dealer Mysore,Corporate Sale,CB350,Premium,348,Blue,36,Female,Finance,211799,2597,3378,8968,0,1350,220198,165751,54447,12,4.3
ORD00313,05-08-2025,2025,8,August,Q3,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,Shine 125,Commuter,125,White,22,Female,Finance,83376,636,4334,6741,0,1755,92060,70050,22010,10,3.9
ORD00314,07-12-2026,2026,12,December,Q4,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Corporate Sale,Shine 125,Commuter,125,White,46,Male,Finance,88928,4436,5925,8759,82872,1620,97556,66463,31093,2,3.9
ORD00315,01-11-2025,2025,11,November,Q4,Uttar Pradesh,Noida,Honda Dealer Noida,Online Booking,CB350,Premium,348,White,46,Female,UPI,212342,1023,6349,9761,209082,2237,225192,177380,47812,1,3.9
ORD00316,27-08-2025,2025,8,August,Q3,Gujarat,Surat,Honda Dealer Surat,Online Booking,Hornet 2.0,Sports,184,Red,37,Female,Credit Card,139773,2505,3061,6766,0,2482,144613,110577,34036,8,3.9
ORD00317,27-03-2025,2025,3,March,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,SP 125,Commuter,125,Grey,55,Female,Finance,91157,5754,6522,5516,0,3862,93579,71949,21630,14,3.9
ORD00318,24-05-2026,2026,5,May,Q2,Maharashtra,Nagpur,Honda Dealer Nagpur,Showroom Walk-in,SP 125,Commuter,125,White,47,Male,Finance,92984,3820,6003,1089,88741,423,95833,75340,20493,12,4.4
ORD00319,22-09-2026,2026,9,September,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,Hornet 2.0,Sports,184,Blue,46,Female,Credit Card,144262,6007,7192,7135,138153,102,152480,105912,46568,12,3.9
ORD00320,03-03-2026,2026,3,March,Q1,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Showroom Walk-in,Hornet 2.0,Sports,184,Grey,34,Male,Finance,140441,1894,3741,2011,0,3077,141222,118798,22424,12,4.5
ORD00321,08-03-2025,2025,3,March,Q1,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,Shine 125,Commuter,125,Grey,51,Female,Credit Card,89678,3348,3374,2396,81767,4563,87537,68544,18993,10,4.4
ORD00322,04-04-2026,2026,4,April,Q2,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Corporate Sale,Activa 6G,Scooter,110,Grey,23,Female,UPI,82256,3592,6116,2475,0,803,86452,66209,20243,1,4.9
ORD00323,15-10-2025,2025,10,October,Q4,Karnataka,Mysore,Honda Dealer Mysore,Corporate Sale,CB350,Premium,348,Grey,21,Female,Credit Card,209733,4883,5853,3854,201613,3237,211320,164389,46931,7,4.7
ORD00324,18-01-2026,2026,1,January,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,Unicorn,Premium Commuter,160,Grey,49,Female,Finance,112955,5045,6974,6466,0,1748,119602,87173,32429,2,4.6
ORD00325,08-01-2026,2026,1,January,Q1,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Showroom Walk-in,SP 125,Commuter,125,White,54,Male,Cash,89387,5519,6966,2486,83727,141,93179,69608,23571,12,4.6
ORD00326,01-04-2025,2025,4,April,Q2,Uttar Pradesh,Noida,Honda Dealer Noida,Showroom Walk-in,Activa 6G,Scooter,110,Black,54,Male,Cash,82554,3140,4278,3313,74961,4453,82552,62831,19721,12,4.1
ORD00327,25-05-2025,2025,5,May,Q2,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Showroom Walk-in,Hornet 2.0,Sports,184,Blue,53,Male,Cash,138691,4766,5600,6109,129620,4305,141329,115145,26184,10,4.3
ORD00328,20-03-2026,2026,3,March,Q1,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,Hornet 2.0,Sports,184,Grey,41,Female,Cash,141053,166,3260,9825,140116,771,153201,109360,43841,15,3.9
ORD00329,27-05-2025,2025,5,May,Q2,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,Shine 125,Commuter,125,Red,29,Female,Credit Card,82075,5656,5817,3431,76367,52,85615,64280,21335,4,4.3
ORD00330,02-09-2026,2026,9,September,Q3,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Showroom Walk-in,SP 125,Commuter,125,Black,21,Female,Cash,91886,1840,7592,6670,0,2138,102170,73611,28559,13,4.8
ORD00331,02-06-2025,2025,6,June,Q2,Maharashtra,Nagpur,Honda Dealer Nagpur,Online Booking,SP 125,Commuter,125,Red,45,Female,UPI,89175,5170,7751,6546,80151,3854,94448,68583,25865,6,4.5
ORD00332,30-04-2026,2026,4,April,Q2,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,SP 125,Commuter,125,Black,21,Male,UPI,93420,3420,7277,1882,85526,4474,94685,69721,24964,5,3.5
ORD00333,15-12-2026,2026,12,December,Q4,Maharashtra,Mumbai,Honda Dealer Mumbai,Corporate Sale,Unicorn,Premium Commuter,160,Black,36,Female,Credit Card,111593,5019,6495,6251,0,2439,116881,89894,26987,4,4.5
ORD00334,13-01-2026,2026,1,January,Q1,Karnataka,Hubli,Honda Dealer Hubli,Online Booking,CB350,Premium,348,White,44,Female,UPI,210251,6322,6630,5915,200350,3579,212895,167512,45383,7,4.4
ORD00335,22-09-2025,2025,9,September,Q3,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,SP 125,Commuter,125,Black,42,Male,UPI,87708,2246,4724,6763,82900,2562,94387,68882,25505,9,3.7
ORD00336,21-09-2026,2026,9,September,Q3,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,Shine 125,Commuter,125,Blue,33,Male,UPI,87445,4485,3533,7427,0,964,92956,66680,26276,13,3.5
ORD00337,04-03-2025,2025,3,March,Q1,Maharashtra,Mumbai,Honda Dealer Mumbai,Showroom Walk-in,Shine 125,Commuter,125,White,44,Female,Cash,86454,4569,6199,4347,0,4948,87483,66009,21474,8,4.7
ORD00338,27-10-2025,2025,10,October,Q4,Maharashtra,Mumbai,Honda Dealer Mumbai,Corporate Sale,Shine 125,Commuter,125,Black,37,Female,Finance,85479,3159,4719,4092,79998,2322,88809,69639,19170,14,4.5
ORD00339,30-04-2026,2026,4,April,Q2,Karnataka,Bangalore,Honda Dealer Bangalore,Corporate Sale,Hornet 2.0,Sports,184,Blue,49,Male,UPI,137534,4096,7285,4921,0,3425,142219,106395,35824,12,4.7
ORD00340,04-07-2025,2025,7,July,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,Activa 6G,Scooter,110,White,24,Male,UPI,81291,5612,7930,6726,75577,102,90233,62480,27753,11,4.7
ORD00341,10-07-2026,2026,7,July,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,Shine 125,Commuter,125,Grey,35,Male,Cash,86415,6693,6239,4883,74873,4849,85995,66260,19735,11,3.6
ORD00342,07-04-2026,2026,4,April,Q2,Maharashtra,Nagpur,Honda Dealer Nagpur,Showroom Walk-in,Shine 125,Commuter,125,White,24,Male,UPI,88296,3057,3240,9560,81385,3854,94185,69872,24313,14,3.8
ORD00343,24-03-2025,2025,3,March,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,Shine 125,Commuter,125,Black,46,Male,UPI,83123,1043,6625,7698,80721,1359,95044,65249,29795,11,4.4
ORD00344,19-03-2025,2025,3,March,Q1,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,CB350,Premium,348,Red,39,Female,Cash,214262,5911,5727,3872,0,994,216956,157963,58993,2,3.9
ORD00345,22-03-2026,2026,3,March,Q1,Uttar Pradesh,Noida,Honda Dealer Noida,Showroom Walk-in,CB350,Premium,348,Grey,20,Male,UPI,208806,5897,7625,1269,0,616,211187,173752,37435,3,4.9
ORD00346,14-04-2025,2025,4,April,Q2,Karnataka,Hubli,Honda Dealer Hubli,Corporate Sale,Shine 125,Commuter,125,Red,30,Female,Credit Card,85525,5081,3040,2793,78363,2081,84196,67217,16979,11,5
ORD00347,13-02-2025,2025,2,February,Q1,Karnataka,Hubli,Honda Dealer Hubli,Showroom Walk-in,SP 125,Commuter,125,Black,47,Female,Credit Card,90802,5962,3975,6026,83259,1581,93260,71340,21920,11,3.7
ORD00348,23-01-2026,2026,1,January,Q1,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,Hornet 2.0,Sports,184,Blue,24,Female,Credit Card,140234,5285,7928,6168,132225,2724,146321,108292,38029,12,4.8
ORD00349,23-04-2026,2026,4,April,Q2,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Corporate Sale,Shine 125,Commuter,125,Black,43,Male,Cash,87119,2973,4548,7499,0,4290,91903,65058,26845,7,3.8
ORD00350,03-08-2025,2025,8,August,Q3,Maharashtra,Mumbai,Honda Dealer Mumbai,Showroom Walk-in,Unicorn,Premium Commuter,160,Red,21,Male,Cash,109880,1621,4583,2861,0,57,115646,85909,29737,14,4
ORD00351,05-12-2025,2025,12,December,Q4,Karnataka,Bangalore,Honda Dealer Bangalore,Showroom Walk-in,Hornet 2.0,Sports,184,Black,39,Male,Cash,140731,1578,5811,6271,0,3264,147971,118627,29344,10,3.8
ORD00352,30-10-2025,2025,10,October,Q4,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,Hornet 2.0,Sports,184,Black,40,Female,Cash,139203,473,5896,6157,135567,3163,147620,117855,29765,5,4.7
ORD00353,12-02-2025,2025,2,February,Q1,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Online Booking,Hornet 2.0,Sports,184,Black,31,Female,UPI,138996,4588,4124,7013,131399,3009,142536,109166,33370,14,4.6
ORD00354,28-02-2026,2026,2,February,Q1,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Showroom Walk-in,Hornet 2.0,Sports,184,Black,33,Male,UPI,138685,2217,4310,7543,0,4067,144254,112797,31457,4,4.3
ORD00355,21-08-2025,2025,8,August,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,Activa 6G,Scooter,110,Grey,24,Female,Cash,79434,2909,4572,1722,73832,2693,80126,61662,18464,8,4.9
ORD00356,27-12-2025,2025,12,December,Q4,Maharashtra,Mumbai,Honda Dealer Mumbai,Online Booking,SP 125,Commuter,125,Red,25,Male,UPI,94647,793,7292,1980,0,1163,101963,68221,33742,5,4
ORD00357,02-01-2025,2025,1,January,Q1,Karnataka,Bangalore,Honda Dealer Bangalore,Showroom Walk-in,Activa 6G,Scooter,110,Blue,44,Male,Credit Card,82553,3901,6319,5916,77644,1008,89879,64820,25059,6,3.6
ORD00358,19-09-2026,2026,9,September,Q3,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Corporate Sale,Unicorn,Premium Commuter,160,Black,25,Male,Credit Card,108020,860,7691,5395,103112,4048,116198,89330,26868,13,4.4
ORD00359,11-10-2026,2026,10,October,Q4,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,CB350,Premium,348,Blue,40,Female,Finance,207848,326,7388,4885,0,1497,218298,177697,40601,14,3.6
ORD00360,11-08-2026,2026,8,August,Q3,Gujarat,Surat,Honda Dealer Surat,Showroom Walk-in,CB350,Premium,348,Blue,33,Female,Finance,208048,2187,6132,5778,202554,3307,214464,171339,43125,1,4.7
ORD00361,17-10-2026,2026,10,October,Q4,Karnataka,Bangalore,Honda Dealer Bangalore,Showroom Walk-in,CB350,Premium,348,Black,52,Female,Finance,214630,1802,4151,1937,0,2875,216041,159502,56539,6,3.9
ORD00362,09-05-2026,2026,5,May,Q2,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,SP 125,Commuter,125,Blue,34,Female,Credit Card,92096,5232,7560,5128,83056,3808,95744,73549,22195,1,3.7
ORD00363,22-09-2025,2025,9,September,Q3,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Showroom Walk-in,Activa 6G,Scooter,110,Blue,51,Female,Cash,82335,180,7028,5270,0,1955,92498,65684,26814,11,3.7
ORD00364,04-02-2026,2026,2,February,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,CB350,Premium,348,Red,23,Female,UPI,209103,762,4209,9230,0,4585,217195,165746,51449,10,4.8
ORD00365,20-07-2026,2026,7,July,Q3,Karnataka,Hubli,Honda Dealer Hubli,Showroom Walk-in,Shine 125,Commuter,125,White,21,Male,Cash,84971,5819,6793,8521,0,374,94092,68011,26081,14,4.1
ORD00366,11-02-2025,2025,2,February,Q1,Maharashtra,Mumbai,Honda Dealer Mumbai,Corporate Sale,Activa 6G,Scooter,110,Red,45,Male,Credit Card,80542,288,3510,4638,77803,2451,85951,66486,19465,1,3.9
ORD00367,08-01-2026,2026,1,January,Q1,Maharashtra,Pune,Honda Dealer Pune,Online Booking,Shine 125,Commuter,125,Grey,45,Male,Credit Card,82143,124,5800,2300,0,4121,85998,65775,20223,15,4.5
ORD00368,21-06-2026,2026,6,June,Q2,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Online Booking,Shine 125,Commuter,125,Red,37,Female,Cash,89763,6203,4159,8348,80783,2777,93290,63924,29366,9,3.9
ORD00369,01-04-2026,2026,4,April,Q2,Karnataka,Bangalore,Honda Dealer Bangalore,Showroom Walk-in,Unicorn,Premium Commuter,160,Red,31,Female,Finance,114746,827,3781,8589,109613,4306,121983,87815,34168,13,4
ORD00370,17-12-2025,2025,12,December,Q4,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,Unicorn,Premium Commuter,160,Blue,42,Female,Cash,113882,5809,5058,4444,0,4073,113502,91496,22006,12,4.9
ORD00371,28-07-2026,2026,7,July,Q3,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Showroom Walk-in,CB350,Premium,348,Black,52,Male,Credit Card,212311,6597,6500,8755,0,3215,217754,173245,44509,13,4.7
ORD00372,18-11-2026,2026,11,November,Q4,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Corporate Sale,Activa 6G,Scooter,110,Blue,43,Female,UPI,79041,6754,4611,9329,0,3391,82836,60138,22698,4,3.9
ORD00373,14-04-2025,2025,4,April,Q2,Karnataka,Mysore,Honda Dealer Mysore,Online Booking,Activa 6G,Scooter,110,Black,48,Female,Finance,84025,1691,7691,5167,78273,4061,91131,62114,29017,6,4.6
ORD00374,25-07-2025,2025,7,July,Q3,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Showroom Walk-in,Hornet 2.0,Sports,184,Grey,31,Female,Cash,137026,5433,6183,4278,130445,1148,140906,108834,32072,7,4
ORD00375,09-02-2025,2025,2,February,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,SP 125,Commuter,125,White,40,Female,Cash,90041,3642,5853,2701,0,2465,92488,67842,24646,8,4.2
ORD00376,14-05-2025,2025,5,May,Q2,Gujarat,Ahmedabad,Honda Dealer Ahmedabad,Online Booking,Hornet 2.0,Sports,184,Grey,50,Male,Finance,140959,844,6588,3406,0,1693,148416,110086,38330,2,4.4
ORD00377,08-02-2026,2026,2,February,Q1,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Showroom Walk-in,Shine 125,Commuter,125,Red,36,Male,Credit Card,82892,5124,3846,5797,0,1880,85531,66168,19363,10,3.9
ORD00378,03-06-2026,2026,6,June,Q2,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Showroom Walk-in,CB350,Premium,348,Red,47,Male,Credit Card,209550,2150,4953,7176,0,262,219267,174961,44306,12,5
ORD00379,02-01-2025,2025,1,January,Q1,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,CB350,Premium,348,Grey,26,Female,Finance,211270,4170,3983,4021,205050,2050,213054,165642,47412,11,5
ORD00380,30-10-2025,2025,10,October,Q4,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Corporate Sale,Activa 6G,Scooter,110,Black,38,Female,UPI,78307,182,4495,7204,0,1729,88095,64051,24044,11,4.9
ORD00381,30-12-2025,2025,12,December,Q4,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Corporate Sale,CB350,Premium,348,Blue,55,Male,Credit Card,210677,6326,4936,9756,202324,2027,217016,171371,45645,6,4.7
ORD00382,04-01-2025,2025,1,January,Q1,Uttar Pradesh,Kanpur,Honda Dealer Kanpur,Online Booking,Shine 125,Commuter,125,Red,34,Male,UPI,84026,6858,6927,3307,0,3409,83993,70022,13971,12,4
ORD00383,15-03-2026,2026,3,March,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,CB350,Premium,348,Red,31,Female,Credit Card,212708,1398,4809,8246,0,4418,219947,167516,52431,14,3.9
ORD00384,02-03-2026,2026,3,March,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Corporate Sale,Hornet 2.0,Sports,184,Grey,51,Female,Cash,137328,4340,3022,9368,0,4514,140864,105600,35264,15,3.9
ORD00385,18-10-2026,2026,10,October,Q4,Karnataka,Bangalore,Honda Dealer Bangalore,Online Booking,SP 125,Commuter,125,Blue,26,Female,Finance,92450,5384,5034,3828,0,2323,93605,73881,19724,1,4
ORD00386,28-06-2026,2026,6,June,Q2,Uttar Pradesh,Lucknow,Honda Dealer Lucknow,Showroom Walk-in,Activa 6G,Scooter,110,Black,31,Female,UPI,81836,894,3726,9066,0,2191,91543,62771,28772,3,4.5
ORD00387,20-06-2025,2025,6,June,Q2,Gujarat,Surat,Honda Dealer Surat,Corporate Sale,Hornet 2.0,Sports,184,Grey,38,Male,Finance,139751,5960,4614,3716,130302,3489,138632,106314,32318,13,4.4
ORD00388,18-06-2025,2025,6,June,Q2,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,Hornet 2.0,Sports,184,White,52,Female,UPI,140008,5630,3928,1245,0,1640,137911,107787,30124,9,4.4
ORD00389,21-09-2025,2025,9,September,Q3,Gujarat,Surat,Honda Dealer Surat,Online Booking,Shine 125,Commuter,125,Grey,38,Male,Finance,89814,2271,3642,7430,85312,2231,96384,68703,27681,7,4.1
ORD00390,09-08-2025,2025,8,August,Q3,Uttar Pradesh,Noida,Honda Dealer Noida,Corporate Sale,Hornet 2.0,Sports,184,White,39,Female,Finance,143140,6991,5426,1361,0,166,142770,109560,33210,4,3.9
ORD00391,10-08-2025,2025,8,August,Q3,Delhi,New Delhi,Honda Dealer New Delhi,Online Booking,Unicorn,Premium Commuter,160,Blue,26,Male,Credit Card,108335,6962,3307,4152,98325,3048,105784,82815,22969,15,4.4
ORD00392,20-01-2026,2026,1,January,Q1,Karnataka,Mysore,Honda Dealer Mysore,Showroom Walk-in,Shine 125,Commuter,125,White,27,Male,Credit Card,84994,5429,7415,3584,0,1753,88811,71348,17463,5,4
ORD00393,08-04-2026,2026,4,April,Q2,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,CB350,Premium,348,Red,51,Female,UPI,209350,4607,3603,6967,203290,1453,213860,162746,51114,8,4.3
ORD00394,08-06-2025,2025,6,June,Q2,Maharashtra,Pune,Honda Dealer Pune,Online Booking,Activa 6G,Scooter,110,White,26,Male,UPI,80715,3106,3842,1602,74450,3159,79894,67621,12273,12,4.7
ORD00395,16-11-2025,2025,11,November,Q4,Karnataka,Bangalore,Honda Dealer Bangalore,Showroom Walk-in,SP 125,Commuter,125,Red,34,Female,Finance,91635,5607,7337,3031,0,4382,92014,71698,20316,14,3.7
ORD00396,31-12-2025,2025,12,December,Q4,Maharashtra,Pune,Honda Dealer Pune,Online Booking,Hornet 2.0,Sports,184,White,41,Female,Finance,142757,6556,4554,5760,131266,4935,141580,110873,30707,1,4.5
ORD00397,26-03-2025,2025,3,March,Q1,Delhi,New Delhi,Honda Dealer New Delhi,Showroom Walk-in,SP 125,Commuter,125,White,44,Male,Finance,89999,4029,5194,8904,83532,2438,97630,74654,22976,14,5
